Trajectory,N_clusters,Lag,Timescale_1,Timescale_2,Timescale_3,Timescale_4,Timescale_5,Timescale_6,Timescale_7,Timescale_8,Timescale_9,Timescale_10
tica_dihedrals,500,100,6153.962019517573,5064.8738695198,2510.0052820220862,2262.4223180455,2008.2191661986933,1232.1682286149646,797.13441759818,543.1704361860363,429.8679841836595,394.98063227540683
tica_dihedrals,500,500,9756.176217381495,7804.2321092331385,4797.067020772966,2833.6447102262987,2425.6637073702254,1438.4662891047328,1269.1366312013736,912.1266247945618,813.041159869674,780.0339363329144
tica_dihedrals,500,1000,10963.126471683288,8323.941324050096,5514.2686481081155,2868.228155977927,1896.3840372712054,1538.090086272225,1420.5367470738408,1028.2859300129624,984.1618216183248,896.3812833111856
pca_dihedrals,100,1,322.8908137687821,79.56833167112573,43.21374744976799,22.495436551893675,17.54275830804335,15.760412887708403,13.2099800651561,12.973979038457628,11.304115357526996,9.806084662841215
pca_dihedrals,100,10,1033.6038447833557,345.9955036798204,108.49496248974755,79.27634080881934,60.14224645774764,58.054414943713034,43.919076706585365,39.51082319380435,37.715817949479714,32.055103243153134
pca_dihedrals,100,100,2340.6991135054222,1029.8550629985239,298.8333581647965,186.05943287181466,175.43576764145192,154.0599700963083,146.63338487379102,124.4054789309498,114.90436989052748,108.73981822178551
pca_dihedrals,100,500,4999.876460802586,1366.4013467357897,739.2903989293098,498.4957031479567,363.87613657167685,304.284042820175,262.127311505354,248.5358383742505,241.04599801731095,214.16048751436603
pca_dihedrals,100,1000,6587.2555936459685,1479.5475961115696,1010.7446127630027,776.1626987144147,551.3386476243925,422.69075992384364,409.2664893210939,385.7179553457613,354.478291440001,352.736125661301
pca_dihedrals,200,1,406.03503819276176,99.93660027387732,55.884950055697885,30.055543819266735,18.346457327934267,17.646155738464127,15.025085801370018,14.583817465762259,13.410452048535392,12.165316105429225
pca_dihedrals,200,10,1155.9597293554493,421.93792297933527,124.65488689580097,94.01085921358671,69.43198907098679,64.69236835869528,52.673900359335406,48.106313296089304,43.603679521415195,40.32184173431903
pca_dihedrals,200,100,2682.5036750032505,1112.6896930268454,338.0684379567938,210.21008222535306,188.59152003500367,165.25351607817592,154.376021374932,139.4668104117599,135.7584788489053,114.81400333439213
pca_dihedrals,200,500,5652.376833040896,1389.245862835489,798.0152051430293,571.0914461497752,433.63836916745095,324.82783367091304,286.1134518083881,271.8339210527024,254.58958804187372,243.04419166468693
pca_dihedrals,200,1000,7209.776884676879,1494.1981764429024,1082.040411897427,913.9426676890137,639.8975063878529,455.89012680900606,444.7843132155743,423.8320323899263,399.71846117950656,390.5924783582607
pca_dihedrals,500,1,515.4165861042281,130.01140415630508,72.43004456325242,42.400323340814836,22.201444016063483,18.36469721145015,17.972164544709198,17.594394149188727,16.93158740963932,16.03924357016284
pca_dihedrals,500,10,1321.3610873059572,539.3148139100913,145.4858283602552,107.05127262645196,90.56962818421499,72.68406380006364,63.82362492642459,58.34549702755893,53.45364387733377,50.533833683059115
pca_dihedrals,500,100,3269.690465475763,1184.8783176140637,416.3608402276745,249.72165510023166,212.11022821396244,187.17916955592264,176.67706178369357,161.09121486579986,150.6898472167181,132.66413315680634
pca_dihedrals,500,500,6459.934934923122,1410.4325893629266,921.9113749547723,788.1249179637191,515.7094142074676,356.51339752427,330.3887333800269,325.37619338749585,307.96716164857804,293.91513469446073
pca_dihedrals,500,1000,7948.055636703013,1510.0543799087882,1246.2096035948969,1177.269368362822,748.591796483275,590.4989320255588,584.896649002477,530.803395032578,493.2101356303257,479.89392408525754
